,Unnamed: 0.1,Unnamed: 0,text,translated,tweetcreatedts,tweetid,week,cleaned_text_translated,cleaned_text,lemmas,adjs_verbs,nouns,entities,emojis,translated_lemmas,translated_adjs_verbs,translated_nouns,translated_entities,translated_emojis,lang,topics,Unnamed: 21,topics_robin
298,298,298,"Dankt allen der #CDU, der #CSU und der #SPD für das Festhalten an fossilen Energien und für das wunderbare #Putin-Kuscheln in der #Merkel-Ära.

Ist sozusagen der Fleißige @tobiashans Gedächtnis-Benzin-Preis.

@cducsubt @spdde https://t.co/Y28h0twB17","Thank you to everyone in the #CDU, the #CSU and the #SPD for sticking to fossil fuels and for the wonderful #Putin cuddling in the #Merkel era.

So to speak, it's the hard-working @tobiashan's memory gas price.

@cducsubt @spdde https://t.co/Y28h0twB17",2022-03-09 07:11:42,1501455671228879104,2022-10,"thank you to everyone in the  cdu, the  csu and the  spd for sticking to fossil fuels and for the wonderful  putin cuddling in the  merkel era. so to speak, it's the hard-working  memory gas price.","dankt allen der  cdu, der  csu und der  spd für das festhalten an fossilen energien und für das wunderbare  putin-kuscheln in der  merkel-ära. ist sozusagen der fleißige  gedächtnis-benzin-preis.","['danken', 'alle', 'CDU', 'der', 'CSU', 'SPD', 'für', 'festhalten', 'an', 'fossil', 'energien', 'für', 'wunderbar', 'putin-kuscheln', 'in', 'merkel-ära', 'sozusagen', 'fleißig', 'gedächtnis-benzin-preis']","['danken', 'wunderbar', 'fleißig']","['CDU', 'CSU', 'SPD', 'festhalten', 'fossil', 'energien', 'putin-kuscheln', 'merkel-ära', 'gedächtnis-benzin-preis']","['cdu/ORG', 'csu/ORG', 'spd/ORG', 'putin-kuscheln/LOC', 'gedächtnis-benzin-preis/LOC']",[''],"['thank', 'you', 'to', 'everyone', 'in', 'cdu', 'csu', 'spd', 'for', 'stick', 'to', 'fossil', 'fuel', 'for', 'wonderful', 'putin', 'cuddling', 'in', 'merkel', 'era', 'so', 'speak', 'it', 'hard', 'work', 'memory', 'gas', 'price']","['thank', 'stick', 'fossil', 'wonderful', 'speak', 'work']","['cdu', 'csu', 'spd', 'fuel', 'putin', 'cuddling', 'merkel', 'era', 'memory', 'gas', 'price']",['putin/PERSON'],[''],de,sanctions,,
301,301,301,"🛑🛑🇷🇺🇺🇦 Russland hat die Siedlung im Stadtteil Svyatoshinsky in Kiew angegriffen! Bürgermeister; ""5 Personen wurden verletzt, 2 wurden ins Krankenhaus eingeliefert""
 #UkraineRussiaWar #Ukraine #Russia #Kiev #Kyiv 
 https://t.co/lPFF7SJ1lU… https://t.co/Dut21hbNWS","🛑🛑🇷🇺🇺🇦 Russia attacked the settlement in the Svyatoshinsky district of Kiev! Mayor; ""5 people were injured, 2 were hospitalized""
 #UkraineRussiaWar #Ukraine #Russia #Kiev #Kyiv
 https://t.co/lPFF7SJ1lU… https://t.co/Dut21hbNWS",2022-03-20 17:53:55,1505603556690305024,2022-11,"🛑🛑🇷🇺🇺🇦 russia attacked the settlement in the svyatoshinsky district of kiev! mayor; ""5 people were injured, 2 were hospitalized""  ukrainerussiawar  ukraine  russia  kiev  kyiv","🛑🛑🇷🇺🇺🇦 russland hat die siedlung im stadtteil svyatoshinsky in kiew angegriffen! bürgermeister; ""5 personen wurden verletzt, 2 wurden ins krankenhaus eingeliefert""  ukrainerussiawar  ukraine  russia  kiev  kyiv","['Russland', 'Siedlung', 'in', 'Stadtteil', 'Svyatoshinsky', 'in', 'Kiew', 'angreifen', 'Bürgermeister', 'Person', 'verletzen', 'in', 'Krankenhaus', 'einliefern', 'ukrainerussiawar', 'ukrain', 'Russia']","['angreifen', 'verletzen', 'einliefern', 'ukrain']","['Russland', 'Siedlung', 'Stadtteil', 'Svyatoshinsky', 'Kiew', 'Bürgermeister', 'Person', 'Krankenhaus', 'Russia']","['🛑_🛑/PER', 'russland/LOC', 'svyatoshinsky/LOC', 'kiew/LOC']","['🛑', '🛑', '🇷🇺', '🇺🇦']","['russia', 'attack', 'settlement', 'in', 'svyatoshinsky', 'district', 'of', 'kiev', 'mayor', 'people', 'injure', 'hospitalize', 'ukrainerussiawar', 'ukraine', 'russia', 'kiev', 'kyiv']","['attack', 'svyatoshinsky', 'injure', 'hospitalize']","['russia', 'settlement', 'district', 'kiev', 'mayor', 'people', 'ukrainerussiawar', 'ukraine', 'russia', 'kiev', 'kyiv']","['🇺🇦/ORG', 'russia/GPE', 'kiev/GPE', '5/CARDINAL', '2/CARDINAL', 'ukraine/GPE', 'russia/GPE', 'kiev/GPE']","['🛑', '🛑', '🇷🇺', '🇺🇦']",de,people_killed,,
322,322,322,@PhilipPlickert gerade WIR deutschen sollten uns schämen das WIR der #Ukraine nicht viel mehr helfen vorallem nicht mit viel mehr und stärkeren waffen....,"@PhilipPlickert WE Germans in particular should be ashamed that WE don't help #Ukraine much more, especially not with many more and stronger weapons....",2022-03-15 15:18:45,1503752570627662080,2022-11,"we germans in particular should be ashamed that we don't help  ukraine much more, especially not with many more and stronger weapons....",gerade wir deutschen sollten uns schämen das wir der  ukraine nicht viel mehr helfen vorallem nicht mit viel mehr und stärkeren waffen....,"['gerade', 'wir', 'deutsche', 'sich', 'schämen', 'wir', 'ukrain', 'viel', 'mehr', 'helfen', 'vorallem', 'mit', 'viel', 'stark', 'Waffe']","['deutsche', 'schämen', 'ukrain', 'helfen', 'vorallem', 'stark']",['Waffe'],"['deutschen/MISC', 'ukraine/LOC']",[''],"['we', 'german', 'in', 'particular', 'ashamed', 'we', 'help', 'ukraine', 'much', 'more', 'especially', 'with', 'many', 'more', 'strong', 'weapon']","['german', 'particular', 'ashamed', 'help', 'ukraine', 'more', 'many', 'more', 'strong']",['weapon'],['germans/NORP'],[''],de,arms_delivery,,
337,337,337,"@Zeroorless Da wir kein Öl-Embargo gegen Russland haben, unterstützt die Regierung die Menschen bei der Finanzierung des #Ukraine-Kriegs.

Es ist so falsch auf so vielen Ebenen, ich habe wirklich kaum noch Worte dafür.","@Zeroorless Since we don't have an oil embargo against Russia, the government is helping people finance the #Ukraine war.

It's so wrong on so many levels, I really don't have any words for it anymore.",2022-03-14 08:26:05,1503286330117267968,2022-11,"since we don't have an oil embargo against russia, the government is helping people finance the  ukraine war. it's so wrong on so many levels, i really don't have any words for it anymore.","da wir kein öl-embargo gegen russland haben, unterstützt die regierung die menschen bei der finanzierung des  ukraine-kriegs. es ist so falsch auf so vielen ebenen, ich habe wirklich kaum noch worte dafür.","['wir', 'öl-embargo', 'gegen', 'Russland', 'haben', 'unterstützen', 'Regierung', 'Mensch', 'bei', 'Finanzierung', 'ukraine-kriegs', 'es', 'so', 'falsch', 'auf', 'so', 'Ebene', 'ich', 'wirklich', 'kaum', 'noch', 'Wort', 'dafür']","['haben', 'unterstützen']","['öl-embargo', 'Russland', 'Regierung', 'Mensch', 'Finanzierung', 'ukraine-kriegs', 'Ebene', 'Wort']","['russland/LOC', 'ukraine-kriegs/MISC']",[''],"['we', 'have', 'oil', 'embargo', 'against', 'russia', 'government', 'help', 'people', 'finance', 'ukraine', 'war', 'it', 'so', 'wrong', 'on', 'so', 'many', 'level', 'I', 'really', 'have', 'word', 'for', 'it', 'anymore']","['have', 'help', 'finance', 'wrong', 'many', 'have']","['oil', 'embargo', 'russia', 'government', 'people', 'ukraine', 'war', 'level', 'word']",['russia/GPE'],[''],de,sanctions,,
846,846,846,"@faznet @NikolasBusse ""Die #Ukraine braucht schwere Waffen"", sagt der ex-Zivildienstler, Nikolas Busse! 🤦😂","@faznet @NikolasBusse ""#Ukraine needs heavy weapons,"" says ex-civil service worker, Nikolas Busse! 🤦😂",2022-04-23 15:10:17.000000,1517883565865943040,2022-16,""" ukraine needs heavy weapons,"" says ex-civil service worker, nikolas busse! 🤦😂","""die  ukraine braucht schwere waffen"", sagt der ex-zivildienstler, nikolas busse! 🤦😂","['ukrain', 'brauchen', 'schwer', 'Waffe', 'sagen', 'ex-zivildienstler', 'nikolas', 'busse']","['ukrain', 'brauchen', 'schwer', 'sagen']","['Waffe', 'ex-zivildienstler', 'nikolas', 'busse']","['ukraine/LOC', 'ex-zivildienstler/ORG']","['🤦', '😂']","['ukraine', 'need', 'heavy', 'weapon', 'say', 'ex', '-', 'civil', 'service', 'worker', 'nikola', 'busse']","['need', 'heavy', 'say', 'ex', '-', 'civil']","['ukraine', 'weapon', 'service', 'worker', 'nikola', 'busse']",['nikolas_busse/ORG'],"['🤦', '😂']",de,arms_delivery,,
849,849,849,"Der #Ukraine einfach mal paar atomare Langstreckenraken liefern, #Putin ist schneller raus aus der Ukraine als Fler aus der Hoe. 😆","Just deliver a few long-range nuclear missiles to #Ukraine, #Putin will get out of Ukraine faster than Fler will get out of Hoe. 😆",2022-04-22 07:49:21.000000,1517410212491182080,2022-16,"just deliver a few long-range nuclear missiles to  ukraine,  putin will get out of ukraine faster than fler will get out of hoe. 😆","der  ukraine einfach mal paar atomare langstreckenraken liefern,  putin ist schneller raus aus der ukraine als fler aus der hoe. 😆","['Ukraine', 'einfach', 'mal', 'atomar', 'Langstreckenrake', 'liefern', 'Putin', 'schnell', 'raus', 'aus', 'Ukraine', 'als', 'Fler', 'aus', 'hoe']","['atomar', 'liefern']","['Ukraine', 'Langstreckenrake', 'Putin', 'Ukraine', 'Fler', 'hoe']","['ukraine/LOC', 'putin/PER', 'ukraine/LOC', 'hoe/ORG']",['😆'],"['just', 'deliver', 'few', 'long', 'range', 'nuclear', 'missile', 'to', 'ukraine', 'putin', 'get', 'out', 'of', 'ukraine', 'fast', 'fler', 'get', 'out', 'of', 'hoe']","['deliver', 'few', 'long', 'nuclear', 'ukraine', 'get', 'get']","['range', 'missile', 'putin', 'ukraine', 'fler', 'hoe']","['putin/PERSON', '😆/CARDINAL']",['😆'],de,arms_delivery,,
859,859,859,"Menschen werden von den Russen in #Mariupol abgeschlachtet, entführt, vergewaltigt und ins Massengräbern geschmissen. 

Aber klar, die Ukraine soll kapitulieren und auf Frieden pochen.

Merkt ihr noch was?","People are being slaughtered, kidnapped, raped and thrown into mass graves by the Russians in #Mariupol.

But of course, Ukraine should capitulate and insist on peace.

Do you notice anything else?",2022-04-22 05:51:11.000000,1517380473324027904,2022-16,"people are being slaughtered, kidnapped, raped and thrown into mass graves by the russians in  mariupol. but of course, ukraine should capitulate and insist on peace. do you notice anything else?","menschen werden von den russen in  mariupol abgeschlachtet, entführt, vergewaltigt und ins massengräbern geschmissen. aber klar, die ukraine soll kapitulieren und auf frieden pochen. merkt ihr noch was?","['Mensch', 'von', 'Russe', 'in', 'Mariupol', 'abschlachten', 'entführen', 'vergewaltigen', 'in', 'Massengräbern', 'geschmissen', 'klar', 'ukrain', 'kapituli', 'auf', 'Frieden', 'pochen', 'merken', 'ihr', 'noch', 'was']","['abschlachten', 'entführen', 'vergewaltigen', 'geschmissen', 'kapituli', 'pochen', 'merken']","['Mensch', 'Russe', 'Mariupol', 'Massengräbern', 'ukrain', 'Frieden']","['russen/MISC', 'ukraine/LOC']",[''],"['people', 'slaughter', 'kidnap', 'rape', 'throw', 'into', 'mass', 'grave', 'by', 'russians', 'in', 'mariupol', 'of', 'course', 'ukraine', 'capitulate', 'insist', 'on', 'peace', 'you', 'notice', 'anything', 'else']","['slaughter', 'kidnap', 'rape', 'throw', 'capitulate', 'insist', 'notice']","['people', 'mass', 'grave', 'russians', 'mariupol', 'course', 'ukraine', 'peace']",['russians/NORP'],[''],de,people_killed,,
3568,3568,3568,"Liebe Freunde,

unsere #Gepard-Panzer werden in der #Ukraine zB zum Schutz von Infrastruktur wie des Hafens von #Odessa eingesetzt. Wer einem überfallenen Staat zur Landesverteidigung dafür keine #Munition liefert, kann auch für uns kein zuverlässiger Munitionslieferant mehr sein","Dear friends,

Our #Cheetah tanks are used in #Ukraine, for example, to protect infrastructure such as the port of #Odessa. Anyone who does not supply ammunition to an invaded state for national defense can no longer be a reliable supplier of ammunition for us",2022-10-30 09:21:01,1586649365309014016,2022-43,"dear friends, our  cheetah tanks are used in  ukraine, for example, to protect infrastructure such as the port of  odessa. anyone who does not supply ammunition to an invaded state for national defense can no longer be a reliable supplier of ammunition for us","liebe freunde, unsere  gepard-panzer werden in der  ukraine zb zum schutz von infrastruktur wie des hafens von  odessa eingesetzt. wer einem überfallenen staat zur landesverteidigung dafür keine  munition liefert, kann auch für uns kein zuverlässiger munitionslieferant mehr sein","['lieb', 'Freund', 'gepard-panzer', 'in', 'Ukraine', 'zb', 'zu', 'Schutz', 'von', 'Infrastruktur', 'hafens', 'von', 'Odessa', 'einsetzen', 'wer', 'überfallen', 'Staat', 'zu', 'Landesverteidigung', 'dafür', 'Munition', 'liefern', 'auch', 'für', 'uns', 'zuverlässig', 'munitionslieferant', 'mehr']","['lieb', 'einsetzen', 'überfallen', 'liefern', 'zuverlässig']","['Freund', 'gepard-panzer', 'Ukraine', 'zb', 'Schutz', 'Infrastruktur', 'hafens', 'Odessa', 'Staat', 'Landesverteidigung', 'Munition', 'munitionslieferant']","['ukraine/LOC', 'odessa/LOC']",[''],"['dear', 'friend', 'our', 'cheetah', 'tank', 'use', 'in', 'ukraine', 'for', 'example', 'protect', 'infrastructure', 'such', 'as', 'port', 'of', 'odessa', 'anyone', 'who', 'supply', 'ammunition', 'to', 'invaded', 'state', 'for', 'national', 'defense', 'no', 'long', 'reliable', 'supplier', 'of', 'ammunition', 'for', 'we']","['dear', 'use', 'ukraine', 'protect', 'such', 'supply', 'invaded', 'national', 'reliable']","['friend', 'cheetah', 'tank', 'example', 'infrastructure', 'port', 'odessa', 'ammunition', 'state', 'defense', 'supplier', 'ammunition']",[''],[''],de,arms_delivery,,
11048,11048,4048,"Análisis: Europa cerrará el tope al petróleo ruso en 60 dólares pero no servirá para dañar a Rusia 

#europa 
#rusia 
#petroleoruso 
#barrilpetroleo 
#produccionpetroleo 

⬇️⬇️⬇️
https://t.co/H2D0OItJn6 https://t.co/zAGiIWdd2a","Analysis: Europe will close the cap on Russian oil at $60 but it will not serve to harm Russia

#Europe
#Russia
#petroleoruso
#oilbarrel
#oilproduction

⬇️⬇️⬇️
https://t.co/H2D0OItJn6 https://t.co/zAGiIWdd2a",2022-12-01 14:42:00,1598326555062722048,2022-48,analysis: europe will close the cap on russian oil at $60 but it will not serve to harm russia  europe  russia  petroleoruso  oilbarrel  oilproduction ⬇️⬇️⬇️,análisis: europa cerrará el tope al petróleo ruso en 60 dólares pero no servirá para dañar a rusia  europa  rusia  petroleoruso  barrilpetroleo  produccionpetroleo ⬇️⬇️⬇️,"['análisis', 'europa', 'cerrar', 'tope', 'al', 'petróleo', 'ruso', 'en', 'dólares', 'no', 'servir', 'para', 'dañar', 'a', 'rusia', 'europa', 'rusia', 'petroleoruso', 'barrilpetroleo', 'produccionpetroleo']","['cerrar', 'ruso', 'servir', 'dañar', 'petroleoruso']","['análisis', 'europa', 'tope', 'petróleo', 'dólares', 'rusia', 'europa', 'rusia', 'barrilpetroleo', 'produccionpetroleo']","['europa/LOC', 'cerrará/PER', 'rusia/LOC', 'europa/LOC', 'rusia/LOC']","['⬇️', '⬇️', '⬇️']","['analysis', 'europe', 'close', 'cap', 'on', 'russian', 'oil', 'at', 'it', 'serve', 'harm', 'russia', 'europe', 'russia', 'petroleoruso', 'oilbarrel', 'oilproduction']","['close', 'russian', 'serve', 'harm']","['analysis', 'europe', 'cap', 'oil', 'russia', 'europe', 'russia', 'petroleoruso', 'oilbarrel', 'oilproduction']","['europe/LOC', 'russian/NORP', '60/MONEY', 'russia/GPE', 'europe/LOC', 'russia/GPE', 'petroleoruso/GPE']","['⬇️', '⬇️', '⬇️']",es,sanctions,,
11137,11137,4137,"#BREAKING 
Aunque la Unión Europea intenta culpar a #Putin por la escasez de energía en #Europa este invierno, fue su propia decisión suspender la importación de gas y petróleo rusos en la primavera, cediendo a las demandas de EU y la #OTAN .
#UkraineRussianWar #RussiaUkraineWar","#BREAKING
Although the European Union tries to blame #Putin for the energy shortage in #Europe this winter, it was his own decision to suspend the import of Russian gas and oil in the spring, bowing to the demands of the US and #NATO.
#UkraineRussianWar #RussiaUkraineWar",2022-12-05 20:16:17,1599860229432540928,2022-49,"breaking although the european union tries to blame  putin for the energy shortage in  europe this winter, it was his own decision to suspend the import of russian gas and oil in the spring, bowing to the demands of the us and  nato.  ukrainerussianwar  russiaukrainewar","breaking aunque la unión europea intenta culpar a  putin por la escasez de energía en  europa este invierno, fue su propia decisión suspender la importación de gas y petróleo rusos en la primavera, cediendo a las demandas de eu y la  otan .  ukrainerussianwar  russiaukrainewar","['breaking', 'unión', 'europea', 'intentar', 'culpar', 'a', 'putin', 'por', 'escasez', 'de', 'energía', 'en', 'europa', 'invierno', 'decisión', 'suspender', 'importación', 'de', 'gas', 'petróleo', 'ruso', 'en', 'primavera', 'ceder', 'a', 'demanda', 'de', 'eu', 'otar', 'ukrainerussianwar', 'russiaukrainewar']","['intentar', 'culpar', 'suspender', 'ruso', 'ceder', 'otar']","['breaking', 'unión', 'europea', 'putin', 'escasez', 'energía', 'europa', 'invierno', 'decisión', 'importación', 'gas', 'petróleo', 'primavera', 'demanda', 'eu', 'ukrainerussianwar', 'russiaukrainewar']","['breaking/PER', 'putin/PER', 'europa/LOC', 'decisión/PER', 'eu/LOC', 'otan/ORG', 'ukrainerussianwar/ORG']",[''],"['break', 'european', 'union', 'try', 'blame', 'putin', 'for', 'energy', 'shortage', 'in', 'europe', 'winter', 'it', 'his', 'own', 'decision', 'suspend', 'import', 'of', 'russian', 'gas', 'oil', 'in', 'spring', 'bow', 'to', 'demand', 'of', 'us', 'nato', 'ukrainerussianwar', 'russiaukrainewar']","['break', 'try', 'blame', 'own', 'suspend', 'russian', 'bow']","['european', 'union', 'putin', 'energy', 'shortage', 'europe', 'winter', 'decision', 'import', 'gas', 'oil', 'spring', 'demand', 'us', 'nato', 'russiaukrainewar']","['putin/PERSON', 'europe/LOC', 'this_winter/DATE', 'russian/NORP', 'the_spring/DATE', 'us/GPE', 'nato/ORG']",[''],es,sanctions,,
11172,11172,4172,"#Rusia: Encuentran dos mil 500 focas muertas en la costa del Mar Caspio, en Rusia. https://t.co/YinECND4uW","#Russia: 2,500 dead seals found on the coast of the Caspian Sea, in Russia. https://t.co/YinECND4uW",2022-12-05 23:45:40,1599912922733583872,2022-49,"russia: 2,500 dead seals found on the coast of the caspian sea, in russia.","rusia: encuentran dos mil 500 focas muertas en la costa del mar caspio, en rusia.","['rusia', 'encontrar', 'foca', 'muerto', 'en', 'costa', 'del', 'mar', 'caspio', 'en', 'rusia']","['encontrar', 'muerto', 'caspio']","['rusia', 'foca', 'costa', 'mar', 'rusia']","['rusia/LOC', 'mar_caspio/LOC', 'rusia/LOC']",[''],"['russia', 'dead', 'seal', 'find', 'on', 'coast', 'of', 'caspian', 'sea', 'in', 'russia']","['dead', 'find']","['russia', 'seal', 'coast', 'caspian', 'sea', 'russia']","['russia/GPE', '2', '500/CARDINAL', 'russia/GPE']",[''],es,people_killed,,
11191,11191,4191,"🇷🇺🔥🇺🇦 #Rusia Vs #Ucrania - Día 287 - Según esto, los #EEUU estarían presionando a #Alemania para que entregase carros de combate Leopard 2 (entendemos que 2A4) a Ucrania.

https://t.co/8RQGt2SyvU","🇷🇺🔥🇺🇦 #Russia Vs #Ukraine - Day 287 - According to this, the #USA would be pressuring #Germany to deliver Leopard 2 battle tanks (we understand 2A4) to Ukraine.

https://t.co/8RQGt2SyvU",2022-12-07 20:01:42,1600581334677733120,2022-49,"🇷🇺🔥🇺🇦  russia vs  ukraine day 287 according to this, the  usa would be pressuring  germany to deliver leopard 2 battle tanks (we understand 2a4) to ukraine.","🇷🇺🔥🇺🇦  rusia vs  ucrania día 287 según esto, los  eeuu estarían presionando a  alemania para que entregase carros de combate leopard 2 (entendemos que 2a4) a ucrania.","['rusia', 'vs', 'ucrania', 'día', 'según', 'este', 'eeuu', 'presionar', 'a', 'alemania', 'para', 'entregar', 'carro', 'de', 'combate', 'leopard', 'entender', '2a4', 'a', 'ucrania']","['vs', 'presionar', 'entregar', 'entender']","['rusia', 'ucrania', 'día', 'eeuu', 'alemania', 'carro', 'combate', 'leopard', '2a4', 'ucrania']","['rusia/LOC', 'ucrania/LOC', 'eeuu/LOC', 'alemania/LOC', 'leopard_2/MISC', 'ucrania/LOC']","['🇷🇺', '🔥', '🇺🇦']","['russia', 'vs', 'ukraine', 'day', 'accord', 'to', 'this', 'usa', 'pressure', 'germany', 'deliver', 'leopard', 'battle', 'tank', 'we', 'understand', '2a4', 'ukraine']","['accord', 'pressure', 'deliver', 'understand', 'ukraine']","['russia', 'ukraine', 'day', 'usa', 'germany', 'leopard', 'battle', 'tank', '2a4']","['🇺🇦/GPE', 'russia/GPE', '287/CARDINAL', 'germany/GPE', '2/CARDINAL', '2a4/CARDINAL']","['🇷🇺', '🔥', '🇺🇦']",es,arms_delivery,,
11193,11193,4193,"La #UE está preocupada de que #Turquía haya expandido el comercio con #Rusia en lugar de imponer sanciones desde el inicio del conflicto en #Ucrania, afirmó el alto representante de la UE para Asuntos Exteriores, Josep Borrell. #La580 https://t.co/vGdIuyowP3","The #EU is concerned that #Turkey has expanded trade with #Russia instead of imposing sanctions since the start of the conflict in #Ukraine, said EU High Representative for Foreign Affairs Josep Borrell. #La580 https://t.co/vGdIuyowP3",2022-12-11 20:08:55,1602032701640699904,2022-49,"the  eu is concerned that  turkey has expanded trade with  russia instead of imposing sanctions since the start of the conflict in  ukraine, said eu high representative for foreign affairs josep borrell.  la580","la  ue está preocupada de que  turquía haya expandido el comercio con  rusia en lugar de imponer sanciones desde el inicio del conflicto en  ucrania, afirmó el alto representante de la ue para asuntos exteriores, josep borrell.  la580","['ue', 'preocupado', 'de', 'turquir', 'expandir', 'comercio', 'con', 'rusia', 'en', 'lugar', 'de', 'imponer', 'sanción', 'desde', 'inicio', 'del', 'conflicto', 'en', 'ucrania', 'afirmar', 'alto', 'representante', 'de', 'ue', 'para', 'asuntos', 'exteriores', 'josep', 'borrell', 'la580']","['preocupado', 'turquir', 'expandir', 'imponer', 'afirmar', 'alto', 'la580']","['ue', 'comercio', 'rusia', 'lugar', 'sanción', 'inicio', 'conflicto', 'ucrania', 'representante', 'ue', 'asuntos', 'exteriores', 'josep', 'borrell']","['turquía/LOC', 'rusia/LOC', 'ucrania/LOC', 'ue/ORG', 'josep_borrell/PER', 'la580/LOC']",[''],"['eu', 'concerned', 'turkey', 'expand', 'trade', 'with', 'russia', 'instead', 'of', 'impose', 'sanction', 'start', 'of', 'conflict', 'in', 'ukraine', 'say', 'eu', 'high', 'representative', 'for', 'foreign', 'affair', 'josep', 'borrell', 'la580']","['concerned', 'expand', 'impose', 'say', 'foreign']","['eu', 'turkey', 'trade', 'russia', 'sanction', 'start', 'conflict', 'ukraine', 'eu', 'high', 'representative', 'affair', 'josep', 'la580']","['russia/GPE', 'ukraine/GPE', 'eu_high/PERSON']",[''],es,sanctions,,
11225,11225,4225,"Tres personas murieron en el accidente de un helicóptero Mi-8 en Buriatia de Rusia.
#Ukraine #Ucrania #Russian #War 
https://t.co/m3JYcbx81w","Three people died in the crash of a Mi-8 helicopter in Russia's Buryatia.
#Ukraine #Ukraine #Russian #War
https://t.co/m3JYcbx81w",2022-12-16 14:49:27,1603764247951192064,2022-50,three people died in the crash of a mi-8 helicopter in russia's buryatia.  ukraine  ukraine  russian  war,tres personas murieron en el accidente de un helicóptero mi-8 en buriatia de rusia.  ukraine  ucrania  russian  war,"['persona', 'morir', 'en', 'accidente', 'de', 'helicóptero', 'mi-8', 'en', 'buriatia', 'de', 'rusia', 'ukrainar', 'ucrania', 'russiar', 'war']","['morir', 'ukrainar', 'russiar']","['persona', 'accidente', 'helicóptero', 'mi-8', 'buriatia', 'rusia', 'ucrania', 'war']","['mi-8/PER', 'rusia/LOC', 'ukraine/LOC', 'ucrania/LOC']",[''],"['people', 'die', 'in', 'crash', 'of', 'mi-8', 'helicopter', 'in', 'russia', 'buryatia', 'ukraine', 'ukraine', 'russian', 'war']","['die', 'mi-8', 'russian']","['people', 'crash', 'helicopter', 'russia', 'buryatia', 'ukraine', 'ukraine', 'war']","['three/CARDINAL', 'russia/GPE', 'ukraine/GPE', 'ukraine/GPE', 'russian/NORP']",[''],es,people_killed,,
11229,11229,4229,Cnn: Biden sta finalizzando invio Patriot a Ucraina  #ucraina #russia #guerra https://t.co/myra2Wn1pT,CNN: Biden is finalizing sending Patriot to Ukraine #ukraina #russia #war https://t.co/myra2Wn1pT,2022-12-13 17:29:13,1602717289073238016,2022-50,cnn: biden is finalizing sending patriot to ukraine  ukraina  russia  war,cnn: biden sta finalizzando invio patriot a ucraina  ucraina  russia  guerra,"['cnn', 'bidir', 'sta', 'finalizzar', 'invio', 'patriot', 'a', 'ucraina', 'ucraín', 'russia', 'guerra']","['bidir', 'finalizzar', 'invio', 'patriot', 'ucraín']","['cnn', 'ucraina', 'russia', 'guerra']","['cnn/ORG', 'invio_patriot/PER']",[''],"['cnn', 'biden', 'finalize', 'send', 'patriot', 'ukraine', 'ukraina', 'russia', 'war']","['finalize', 'send']","['cnn', 'biden', 'patriot', 'ukraine', 'ukraina', 'russia', 'war']","['cnn/ORG', 'biden/PERSON', 'russia/GPE']",[''],es,arms_delivery,,
17478,17478,3478,"@RussianEmbassyR @MID_RF @tass_agency @rianru @KommersantUK @bbcrussian @NATOpoRusski @1tvru_news @vzglyad @rgrus @rentvchannel Масштабные поставки оружия жизнено необходимы Украине для самозащиты от шизонутой России, которая упоролась российский фашизмом и начала несправедливую, геноцидальную, нелегальною войну. 
 Если бы на россию напали, ей бы тоже помогали для самозащиты.","@RussianEmbassyR @MID_RF @tass_agency @rianru @KommersantUK @bbcrussian @NATOpoRusski @1tvru_news @vzglyad @rgrus @rentvchannel Large-scale supplies of weapons are vital for Ukraine to defend itself from crazy Russia, which has become obsessed with Russian fascism and started an unjust, genocidal, illegal war.
 If Russia were attacked, it would also receive help for self-defense.",2022-10-19 21:10:18,1582841594415549952,2022-42,"large-scale supplies of weapons are vital for ukraine to defend itself from crazy russia, which has become obsessed with russian fascism and started an unjust, genocidal, illegal war. if russia were attacked, it would also receive help for self-defense.","масштабные поставки оружия жизнено необходимы украине для самозащиты от шизонутой россии, которая упоролась российский фашизмом и начала несправедливую, геноцидальную, нелегальною войну. если бы на россию напали, ей бы тоже помогали для самозащиты.","['масштабный', 'поставка', 'оружие', 'жизнено', 'необходимый', 'украина', 'для', 'самозащита', 'от', 'шизонутой', 'россия', 'которая', 'упоролась', 'российский', 'фашизм', 'начать', 'несправедливый', 'геноцидальную', 'нелегальною', 'война', 'на', 'россия', 'напасть', 'ей', 'тоже', 'помогать', 'для', 'самозащита']","['масштабный', 'жизнено', 'необходимый', 'шизонутой', 'упоролась', 'российский', 'начать', 'несправедливый', 'геноцидальную', 'напасть', 'помогать']","['поставка', 'оружие', 'украина', 'самозащита', 'россия', 'фашизм', 'нелегальною', 'война', 'россия', 'самозащита']","['украине/LOC', 'россии/LOC', 'россию/LOC']",[''],"['large', 'scale', 'supply', 'of', 'weapon', 'vital', 'for', 'ukraine', 'defend', 'itself', 'from', 'crazy', 'russia', 'which', 'become', 'obsess', 'with', 'russian', 'fascism', 'start', 'unjust', 'genocidal', 'illegal', 'war', 'russia', 'attack', 'it', 'also', 'receive', 'help', 'for', 'self', 'defense']","['large', 'vital', 'defend', 'become', 'obsess', 'russian', 'start', 'unjust', 'genocidal', 'illegal', 'attack', 'receive']","['scale', 'supply', 'weapon', 'ukraine', 'crazy', 'russia', 'fascism', 'war', 'russia', 'help', 'self', 'defense']","['russia/GPE', 'russian/NORP', 'russia/GPE']",[''],ru,arms_delivery,,
