,uk,es,it,de,en,fr,ru
sportsnew,0.0,0.0,0.0,0.0,867.0,0.0,0.0
manafort,0.0,0.0,0.0,0.0,867.0,0.0,0.0
stewart,0.0,0.0,0.0,0.0,866.0,0.0,0.0
seafood,0.0,0.0,0.0,0.0,866.0,0.0,0.0
chatbot,0.0,0.0,0.0,0.0,865.0,0.0,0.0
hornet,0.0,0.0,0.0,0.0,865.0,0.0,0.0
herzegovina,0.0,0.0,0.0,0.0,864.0,0.0,0.0
putain,0.0,0.0,0.0,0.0,864.0,0.0,0.0
internationalstudent,0.0,0.0,0.0,0.0,864.0,0.0,0.0
floki,0.0,0.0,0.0,0.0,864.0,0.0,0.0
bbcnews24,0.0,0.0,0.0,0.0,864.0,0.0,0.0
more:-,0.0,0.0,0.0,0.0,863.0,0.0,0.0
handout,0.0,0.0,0.0,0.0,863.0,0.0,21.0
usmnt,0.0,0.0,0.0,0.0,862.0,0.0,0.0
blackpanther,0.0,0.0,0.0,0.0,861.0,0.0,0.0
sue,0.0,0.0,0.0,0.0,860.0,0.0,0.0
zelda,0.0,0.0,0.0,0.0,860.0,57.0,0.0
condo,0.0,0.0,0.0,0.0,860.0,0.0,0.0
inec,0.0,0.0,0.0,0.0,860.0,0.0,0.0
bakhmutmeatgrinder,0.0,0.0,0.0,0.0,860.0,0.0,0.0
gta,0.0,0.0,0.0,0.0,859.0,0.0,0.0
zircon,0.0,0.0,0.0,0.0,859.0,56.0,19.0
smalldickenergy,0.0,0.0,0.0,0.0,859.0,0.0,0.0
throwback,0.0,0.0,0.0,0.0,858.0,0.0,0.0
folloforfolloback,0.0,0.0,0.0,0.0,858.0,0.0,0.0
aw,0.0,0.0,0.0,0.0,858.0,0.0,19.0
pallet,0.0,0.0,0.0,0.0,858.0,0.0,0.0
wc,0.0,0.0,0.0,0.0,858.0,0.0,0.0
russialie,0.0,0.0,0.0,0.0,858.0,0.0,0.0
prompt,0.0,0.0,0.0,0.0,857.0,0.0,0.0
marjorietaylorgreene,0.0,0.0,0.0,0.0,857.0,0.0,0.0
yorkshire,0.0,0.0,0.0,0.0,857.0,0.0,0.0
memorialday2022,0.0,0.0,0.0,0.0,857.0,0.0,0.0
buffett,0.0,0.0,0.0,0.0,856.0,0.0,0.0
hurt,0.0,0.0,0.0,0.0,856.0,3517.0,0.0
scot,0.0,0.0,0.0,0.0,856.0,0.0,0.0
loyalist,0.0,0.0,0.0,0.0,856.0,0.0,0.0
sander,0.0,0.0,0.0,0.0,855.0,0.0,0.0
peek,0.0,0.0,0.0,0.0,855.0,0.0,0.0
af,0.0,0.0,0.0,0.0,855.0,119.0,0.0
mktw,0.0,0.0,0.0,0.0,855.0,0.0,0.0
feast,0.0,0.0,0.0,0.0,855.0,0.0,23.0
paperwork,0.0,0.0,0.0,0.0,855.0,0.0,0.0
buddha,0.0,0.0,0.0,0.0,854.0,0.0,0.0
newdelhi,0.0,0.0,0.0,0.0,854.0,0.0,0.0
giftcard,0.0,0.0,0.0,0.0,854.0,0.0,0.0
hahahaha,0.0,0.0,0.0,0.0,854.0,0.0,773.0
kidnap,0.0,0.0,0.0,0.0,854.0,0.0,0.0
donbelle,0.0,0.0,0.0,0.0,854.0,0.0,0.0
dogecointothemoon,0.0,0.0,0.0,0.0,854.0,0.0,0.0
nachos,0.0,0.0,0.0,0.0,854.0,0.0,0.0
studentdebt,0.0,0.0,0.0,0.0,853.0,0.0,0.0
snapshot,0.0,0.0,0.0,0.0,853.0,0.0,459.0
redline,0.0,0.0,0.0,0.0,853.0,0.0,0.0
babarazam,0.0,0.0,0.0,0.0,853.0,0.0,0.0
thr,0.0,0.0,0.0,0.0,852.0,0.0,0.0
dementiajoe,0.0,0.0,0.0,0.0,852.0,0.0,0.0
shopnow,0.0,0.0,0.0,0.0,852.0,0.0,0.0
bloodytrade,0.0,0.0,0.0,0.0,852.0,0.0,0.0
donateukraine,0.0,0.0,0.0,0.0,852.0,0.0,0.0
northernireland,0.0,0.0,0.0,0.0,852.0,0.0,0.0
jose,0.0,0.0,0.0,0.0,850.0,58.0,0.0
beirut,0.0,0.0,0.0,0.0,850.0,74.0,0.0
zeenunew,0.0,0.0,0.0,0.0,850.0,0.0,0.0
inu,0.0,0.0,0.0,0.0,850.0,0.0,0.0
clerk,0.0,0.0,0.0,0.0,849.0,0.0,0.0
cfo,0.0,0.0,0.0,0.0,848.0,0.0,0.0
goodnews,0.0,0.0,0.0,0.0,848.0,0.0,0.0
cobalt,0.0,0.0,0.0,0.0,848.0,0.0,0.0
nftcollectible,0.0,0.0,0.0,0.0,848.0,0.0,0.0
crt,0.0,0.0,0.0,0.0,848.0,0.0,0.0
onu,0.0,0.0,0.0,0.0,848.0,0.0,0.0
obidient,0.0,0.0,0.0,0.0,848.0,0.0,0.0
marble,0.0,0.0,0.0,0.0,847.0,0.0,0.0
enquiry,0.0,0.0,0.0,0.0,847.0,0.0,0.0
viva,0.0,0.0,0.0,0.0,847.0,0.0,0.0
salvo,0.0,0.0,0.0,0.0,847.0,221.0,0.0
shibainu,0.0,0.0,0.0,0.0,847.0,0.0,0.0
cto,0.0,0.0,0.0,0.0,846.0,0.0,0.0
gravita,0.0,0.0,0.0,0.0,846.0,0.0,0.0
congresswoman,0.0,0.0,0.0,0.0,846.0,0.0,0.0
globalnew,0.0,0.0,0.0,0.0,846.0,0.0,0.0
shld,0.0,0.0,0.0,0.0,846.0,0.0,0.0
petraeus,0.0,0.0,0.0,0.0,846.0,0.0,0.0
bezos,0.0,0.0,0.0,0.0,845.0,0.0,0.0
biolabsinukraine,0.0,0.0,0.0,0.0,845.0,55.0,0.0
una,0.0,0.0,0.0,0.0,845.0,0.0,0.0
bpd,0.0,0.0,0.0,0.0,844.0,0.0,0.0
dprk,0.0,0.0,0.0,0.0,844.0,0.0,175.0
graindeal,0.0,0.0,0.0,0.0,844.0,0.0,0.0
nissan,0.0,0.0,0.0,0.0,843.0,0.0,18.0
valve,0.0,0.0,0.0,0.0,843.0,271.0,0.0
hun,0.0,0.0,0.0,0.0,843.0,0.0,60.0
january6thinsurrection,0.0,0.0,0.0,0.0,843.0,0.0,0.0
fatf,0.0,0.0,0.0,0.0,843.0,0.0,0.0
stophatingrussian,0.0,0.0,0.0,0.0,843.0,0.0,0.0
cancelstudentdebt,0.0,0.0,0.0,0.0,842.0,0.0,0.0
tmz,0.0,0.0,0.0,0.0,842.0,0.0,0.0
mandela,0.0,0.0,0.0,0.0,842.0,71.0,0.0
kolomoisky,0.0,0.0,0.0,0.0,842.0,70.0,0.0
murphy,0.0,0.0,0.0,0.0,842.0,0.0,0.0
sanctionrussianow,0.0,0.0,0.0,0.0,841.0,86.0,0.0
flagday,0.0,0.0,0.0,0.0,841.0,0.0,0.0
produce,0.0,0.0,0.0,0.0,841.0,0.0,0.0
kreml,0.0,0.0,0.0,0.0,841.0,0.0,0.0
midjourney,0.0,0.0,0.0,0.0,841.0,63.0,0.0
forsale,0.0,0.0,0.0,0.0,840.0,0.0,0.0
kingston,0.0,0.0,0.0,0.0,840.0,0.0,0.0
queensland,0.0,0.0,0.0,0.0,840.0,0.0,0.0
peaceandlove,0.0,0.0,0.0,0.0,839.0,0.0,0.0
torch,0.0,0.0,0.0,0.0,839.0,60.0,22.0
40k,0.0,0.0,0.0,0.0,839.0,0.0,0.0
retweeet,0.0,0.0,0.0,0.0,839.0,0.0,0.0
housingmarket,0.0,0.0,0.0,0.0,839.0,0.0,0.0
fumio,0.0,0.0,0.0,0.0,838.0,0.0,0.0
kgf2,0.0,0.0,0.0,0.0,838.0,0.0,0.0
newsalert,0.0,0.0,0.0,0.0,837.0,0.0,0.0
hind,0.0,0.0,0.0,0.0,837.0,0.0,0.0
justicematter,0.0,0.0,0.0,0.0,836.0,0.0,0.0
biglie,0.0,0.0,0.0,0.0,836.0,0.0,0.0
rushist,0.0,0.0,0.0,0.0,836.0,0.0,0.0
musicvideo,0.0,0.0,0.0,0.0,836.0,0.0,0.0
mou,0.0,0.0,0.0,0.0,836.0,0.0,20.0
creep,0.0,0.0,0.0,0.0,836.0,0.0,0.0
londongrad,0.0,0.0,0.0,0.0,836.0,0.0,0.0
canadapr,0.0,0.0,0.0,0.0,836.0,0.0,0.0
sundayvibe,0.0,0.0,0.0,0.0,836.0,0.0,0.0
goosebump,0.0,0.0,0.0,0.0,835.0,0.0,0.0
yorker,0.0,0.0,0.0,0.0,835.0,0.0,0.0
indirecttax,0.0,0.0,0.0,0.0,834.0,0.0,0.0
liv,0.0,0.0,0.0,0.0,833.0,0.0,0.0
cellphone,0.0,0.0,0.0,0.0,832.0,0.0,0.0
chinalockdown,0.0,0.0,0.0,0.0,832.0,0.0,0.0
trostyanet,0.0,0.0,0.0,0.0,832.0,0.0,0.0
reelection,0.0,0.0,0.0,0.0,831.0,0.0,0.0
izum,0.0,0.0,0.0,0.0,831.0,0.0,0.0
humankind,0.0,0.0,0.0,0.0,830.0,0.0,0.0
ahmad,0.0,0.0,0.0,0.0,830.0,0.0,18.0
ivermectin,0.0,0.0,0.0,0.0,830.0,0.0,0.0
muppet,0.0,0.0,0.0,0.0,830.0,0.0,0.0
t20worldcup,0.0,0.0,0.0,0.0,830.0,0.0,0.0
americas,0.0,0.0,0.0,0.0,829.0,0.0,0.0
creepy,0.0,0.0,0.0,0.0,829.0,74.0,0.0
bhfyp,0.0,0.0,0.0,0.0,828.0,0.0,0.0
breathing,0.0,0.0,0.0,0.0,827.0,0.0,0.0
homedecor,0.0,0.0,0.0,0.0,827.0,0.0,0.0
collectible,0.0,0.0,0.0,0.0,827.0,0.0,0.0
inform,0.0,0.0,0.0,0.0,827.0,0.0,0.0
aiart,0.0,0.0,0.0,0.0,827.0,0.0,0.0
insurgent,0.0,0.0,0.0,0.0,827.0,0.0,0.0
jefferson,0.0,0.0,0.0,0.0,826.0,0.0,0.0
artemis1,0.0,0.0,0.0,0.0,826.0,0.0,0.0
poilievre,0.0,0.0,0.0,0.0,826.0,0.0,0.0
chuhuiv,0.0,0.0,0.0,0.0,826.0,0.0,0.0
nj,0.0,0.0,0.0,0.0,825.0,0.0,0.0
polkadot,0.0,0.0,0.0,0.0,825.0,0.0,0.0
ryder,0.0,0.0,0.0,0.0,825.0,0.0,0.0
bonk,0.0,0.0,0.0,0.0,825.0,0.0,0.0
darkbrandon,0.0,0.0,0.0,0.0,825.0,0.0,0.0
บิวจักรพันธ์,0.0,0.0,0.0,0.0,825.0,0.0,0.0
benz,0.0,0.0,0.0,0.0,824.0,0.0,0.0
copium,0.0,0.0,0.0,0.0,824.0,0.0,0.0
goody,0.0,0.0,0.0,0.0,824.0,0.0,0.0
biafran,0.0,0.0,0.0,0.0,824.0,0.0,0.0
mane,0.0,0.0,0.0,0.0,824.0,0.0,0.0
baykar,0.0,0.0,0.0,0.0,824.0,0.0,21.0
28th,0.0,0.0,0.0,0.0,823.0,0.0,0.0
kuril,0.0,0.0,0.0,0.0,823.0,0.0,0.0
rooftop,0.0,0.0,0.0,0.0,823.0,0.0,0.0
burna,0.0,0.0,0.0,0.0,823.0,0.0,0.0
rsvp,0.0,0.0,0.0,0.0,823.0,0.0,0.0
nikon,0.0,0.0,0.0,0.0,823.0,0.0,0.0
maldive,0.0,0.0,0.0,0.0,822.0,0.0,0.0
tuesdaymotivaton,0.0,0.0,0.0,0.0,822.0,0.0,0.0
elect,0.0,0.0,0.0,0.0,822.0,0.0,0.0
️we,0.0,0.0,0.0,0.0,822.0,0.0,0.0
makeamericagreatagain,0.0,0.0,0.0,0.0,822.0,0.0,0.0
seize,0.0,0.0,0.0,0.0,822.0,0.0,0.0
wheelchair,0.0,0.0,0.0,0.0,822.0,0.0,0.0
eureporter,0.0,0.0,0.0,0.0,822.0,0.0,0.0
restinpeace,0.0,0.0,0.0,0.0,822.0,0.0,0.0
poc,0.0,0.0,0.0,0.0,821.0,0.0,46.0
uni,0.0,0.0,0.0,0.0,821.0,0.0,0.0
msp,0.0,0.0,0.0,0.0,821.0,0.0,0.0
censor,0.0,0.0,0.0,0.0,820.0,0.0,0.0
fren,0.0,0.0,0.0,0.0,819.0,0.0,0.0
grit,0.0,0.0,0.0,0.0,819.0,0.0,0.0
helicoptercrash,0.0,0.0,0.0,0.0,819.0,0.0,0.0
aluminium,0.0,0.0,0.0,0.0,819.0,0.0,0.0
maxwell,0.0,0.0,0.0,0.0,818.0,0.0,0.0
punjabi,0.0,0.0,0.0,0.0,818.0,0.0,0.0
giphy,0.0,0.0,0.0,0.0,818.0,0.0,0.0
stateoftheunion,0.0,0.0,0.0,0.0,818.0,0.0,0.0
amas,0.0,0.0,0.0,0.0,818.0,0.0,0.0
margaret,0.0,0.0,0.0,0.0,817.0,0.0,0.0
batallion,0.0,0.0,0.0,0.0,817.0,0.0,0.0
bankingcrisis,0.0,0.0,0.0,0.0,817.0,0.0,0.0
trumper,0.0,0.0,0.0,0.0,816.0,0.0,0.0
scripture,0.0,0.0,0.0,0.0,816.0,0.0,0.0
icrc,0.0,0.0,0.0,0.0,816.0,0.0,21.0
t20worldcup2022,0.0,0.0,0.0,0.0,816.0,0.0,0.0
economiccrisis,0.0,0.0,0.0,0.0,815.0,0.0,0.0
freebrittneygriner,0.0,0.0,0.0,0.0,815.0,0.0,0.0
tzu,0.0,0.0,0.0,0.0,815.0,0.0,0.0
juneteenth,0.0,0.0,0.0,0.0,815.0,0.0,0.0
clownworld,0.0,0.0,0.0,0.0,814.0,0.0,0.0
remotework,0.0,0.0,0.0,0.0,814.0,0.0,0.0
yargı,0.0,0.0,0.0,0.0,814.0,0.0,0.0
babymonster,0.0,0.0,0.0,0.0,814.0,0.0,0.0
shake,0.0,0.0,0.0,0.0,813.0,0.0,0.0
merrychristmas2022,0.0,0.0,0.0,0.0,813.0,0.0,0.0
sci,0.0,0.0,0.0,0.0,812.0,0.0,0.0
slump,0.0,0.0,0.0,0.0,812.0,0.0,0.0
svoboda,0.0,0.0,0.0,0.0,812.0,69.0,0.0
murray,0.0,0.0,0.0,0.0,812.0,0.0,0.0
onepiece,0.0,0.0,0.0,0.0,812.0,0.0,0.0
fade,0.0,0.0,0.0,0.0,811.0,0.0,0.0
merchandise,0.0,0.0,0.0,0.0,811.0,386.0,0.0
dmv,0.0,0.0,0.0,0.0,811.0,0.0,0.0
ani,0.0,0.0,0.0,0.0,811.0,0.0,0.0
gdpr,0.0,0.0,0.0,0.0,810.0,0.0,0.0
insurer,0.0,0.0,0.0,0.0,810.0,0.0,0.0
atgms,0.0,0.0,0.0,0.0,810.0,0.0,0.0
1000xgem,0.0,0.0,0.0,0.0,810.0,0.0,0.0
prevail,0.0,0.0,0.0,0.0,810.0,0.0,0.0
vaccinesideeffect,0.0,0.0,0.0,0.0,810.0,94.0,0.0
mueller,0.0,0.0,0.0,0.0,810.0,0.0,0.0
nigeriadecides2023,0.0,0.0,0.0,0.0,810.0,0.0,0.0
thorloveandthunder,0.0,0.0,0.0,0.0,809.0,0.0,0.0
dolar,0.0,0.0,0.0,0.0,809.0,0.0,0.0
magacult,0.0,0.0,0.0,0.0,809.0,0.0,0.0
putin_in_hague,0.0,0.0,0.0,0.0,809.0,0.0,0.0
usatoday,0.0,0.0,0.0,0.0,808.0,0.0,0.0
digitalmarketingagency,0.0,0.0,0.0,0.0,808.0,0.0,0.0
forexmarket,0.0,0.0,0.0,0.0,808.0,0.0,0.0
advertiser,0.0,0.0,0.0,0.0,808.0,0.0,0.0
darkweb,0.0,0.0,0.0,0.0,808.0,0.0,0.0
dia,0.0,0.0,0.0,0.0,807.0,0.0,0.0
hindustan,0.0,0.0,0.0,0.0,807.0,0.0,0.0
jpy,0.0,0.0,0.0,0.0,807.0,0.0,0.0
junior,0.0,0.0,0.0,0.0,807.0,0.0,0.0
outreach,0.0,0.0,0.0,0.0,807.0,0.0,0.0
rationale,0.0,0.0,0.0,0.0,807.0,0.0,0.0
silicone,0.0,0.0,0.0,0.0,806.0,0.0,0.0
pepe,0.0,0.0,0.0,0.0,806.0,0.0,0.0
gucci,0.0,0.0,0.0,0.0,806.0,0.0,0.0
fulltime,0.0,0.0,0.0,0.0,806.0,0.0,0.0
remembranceday,0.0,0.0,0.0,0.0,806.0,0.0,0.0
sd,0.0,0.0,0.0,0.0,805.0,0.0,25.0
osama,0.0,0.0,0.0,0.0,805.0,0.0,0.0
pakvsnz,0.0,0.0,0.0,0.0,805.0,0.0,0.0
jeffbezos,0.0,0.0,0.0,0.0,804.0,0.0,0.0
dashboard,0.0,0.0,0.0,0.0,804.0,0.0,0.0
klopp,0.0,0.0,0.0,0.0,804.0,0.0,0.0
russiakill,0.0,0.0,0.0,0.0,804.0,73.0,0.0
canberra,0.0,0.0,0.0,0.0,804.0,0.0,0.0
asuustrikeupdate,0.0,0.0,0.0,0.0,804.0,0.0,0.0
dekorstyle,0.0,0.0,0.0,0.0,804.0,0.0,0.0
bff,0.0,0.0,0.0,0.0,803.0,0.0,0.0
erik,0.0,0.0,0.0,0.0,803.0,0.0,0.0
bollock,0.0,0.0,0.0,0.0,803.0,0.0,0.0
endgunviolence,0.0,0.0,0.0,0.0,803.0,0.0,0.0
hide,0.0,0.0,0.0,0.0,803.0,0.0,0.0
randomtrump,0.0,0.0,0.0,0.0,803.0,0.0,0.0
lucas,0.0,0.0,0.0,0.0,802.0,0.0,0.0
sleeping,0.0,0.0,0.0,0.0,802.0,55.0,0.0
rohingya,0.0,0.0,0.0,0.0,802.0,0.0,0.0
eminem,0.0,0.0,0.0,0.0,802.0,0.0,0.0
ukrcentral,0.0,0.0,0.0,0.0,802.0,0.0,0.0
marcos,0.0,0.0,0.0,0.0,801.0,0.0,0.0
realnews,0.0,0.0,0.0,0.0,801.0,0.0,0.0
2d,0.0,0.0,0.0,0.0,801.0,0.0,0.0
netizen,0.0,0.0,0.0,0.0,801.0,0.0,0.0
genshinimpact,0.0,0.0,0.0,0.0,801.0,0.0,0.0
nicki,0.0,0.0,0.0,0.0,801.0,0.0,0.0
womb,0.0,0.0,0.0,0.0,801.0,0.0,0.0
detector,0.0,0.0,0.0,0.0,800.0,0.0,0.0
ryazan,0.0,0.0,0.0,0.0,800.0,0.0,110.0
lekki,0.0,0.0,0.0,0.0,799.0,0.0,0.0
usnew,0.0,0.0,0.0,0.0,799.0,0.0,0.0
continue,0.0,0.0,0.0,0.0,799.0,0.0,0.0
wolverine,0.0,0.0,0.0,0.0,799.0,0.0,0.0
yemencantwait,0.0,0.0,0.0,0.0,799.0,0.0,0.0
bbnaijas7,0.0,0.0,0.0,0.0,799.0,0.0,0.0
fairytale,0.0,0.0,0.0,0.0,798.0,0.0,0.0
theheritagetime,0.0,0.0,0.0,0.0,798.0,0.0,0.0
allen,0.0,0.0,0.0,0.0,798.0,0.0,0.0
armband,0.0,0.0,0.0,0.0,798.0,0.0,0.0
medyka,0.0,0.0,0.0,0.0,797.0,75.0,0.0
bookkeeping,0.0,0.0,0.0,0.0,797.0,0.0,0.0
misha,0.0,0.0,0.0,0.0,797.0,0.0,40.0
teslaradar,0.0,0.0,0.0,0.0,797.0,0.0,0.0
bi,0.0,0.0,0.0,0.0,796.0,0.0,223.0
bambam,0.0,0.0,0.0,0.0,796.0,0.0,0.0
mag,0.0,0.0,0.0,0.0,796.0,52.0,0.0
senryu,0.0,0.0,0.0,0.0,796.0,0.0,0.0
liquor,0.0,0.0,0.0,0.0,796.0,0.0,0.0
lennon,0.0,0.0,0.0,0.0,796.0,0.0,0.0
krim,0.0,0.0,0.0,0.0,796.0,0.0,0.0
nucleardocument,0.0,0.0,0.0,0.0,796.0,0.0,0.0
stun,0.0,0.0,0.0,0.0,795.0,0.0,0.0
legalnew,0.0,0.0,0.0,0.0,795.0,0.0,0.0
tulsigabbard,0.0,0.0,0.0,0.0,795.0,0.0,0.0
nat,0.0,0.0,0.0,0.0,794.0,0.0,0.0
vladimir_putin,0.0,0.0,0.0,0.0,794.0,0.0,0.0
mohammad,0.0,0.0,0.0,0.0,794.0,0.0,0.0
roc,0.0,0.0,0.0,0.0,794.0,0.0,0.0
tyre,0.0,0.0,0.0,0.0,793.0,0.0,0.0
healthylifestyle,0.0,0.0,0.0,0.0,793.0,0.0,0.0
charleston,0.0,0.0,0.0,0.0,793.0,0.0,0.0
retrogame,0.0,0.0,0.0,0.0,793.0,0.0,0.0
ba,0.0,0.0,0.0,0.0,792.0,0.0,37.0
mutiny,0.0,0.0,0.0,0.0,792.0,61.0,32.0
walukr,0.0,0.0,0.0,0.0,792.0,0.0,0.0
allowaccesstotigray,0.0,0.0,0.0,0.0,791.0,0.0,0.0
expectancy,0.0,0.0,0.0,0.0,791.0,0.0,0.0
underdog,0.0,0.0,0.0,0.0,791.0,0.0,0.0
wld,0.0,0.0,0.0,0.0,791.0,0.0,0.0
votebluenomatterwho,0.0,0.0,0.0,0.0,791.0,0.0,0.0
happyeaster,0.0,0.0,0.0,0.0,791.0,0.0,0.0
notjustputin,0.0,0.0,0.0,0.0,790.0,0.0,0.0
rudy,0.0,0.0,0.0,0.0,790.0,0.0,0.0
pakistanarmy,0.0,0.0,0.0,0.0,790.0,0.0,0.0
parkjeongwoo,0.0,0.0,0.0,0.0,790.0,0.0,0.0
artgallery,0.0,0.0,0.0,0.0,789.0,0.0,0.0
mcfaul,0.0,0.0,0.0,0.0,789.0,0.0,0.0
jan6thinsurrection,0.0,0.0,0.0,0.0,788.0,0.0,0.0
battlegroup,0.0,0.0,0.0,0.0,788.0,0.0,0.0
hkt,0.0,0.0,0.0,0.0,788.0,0.0,0.0
historicalfiction,0.0,0.0,0.0,0.0,787.0,0.0,0.0
2000mules,0.0,0.0,0.0,0.0,787.0,0.0,0.0
rivet,0.0,0.0,0.0,0.0,787.0,0.0,0.0
sach,0.0,0.0,0.0,0.0,787.0,0.0,0.0
celebs,0.0,0.0,0.0,0.0,787.0,0.0,0.0
nftgame,0.0,0.0,0.0,0.0,787.0,0.0,0.0
textile,0.0,0.0,0.0,0.0,787.0,0.0,45.0
laos,0.0,0.0,0.0,0.0,787.0,0.0,0.0
bestie,0.0,0.0,0.0,0.0,786.0,0.0,0.0
ciso,0.0,0.0,0.0,0.0,786.0,0.0,0.0
hotspot,0.0,0.0,0.0,0.0,786.0,0.0,0.0
marketresearch,0.0,0.0,0.0,0.0,786.0,0.0,0.0
tenure,0.0,0.0,0.0,0.0,786.0,0.0,0.0
trudeaufortreason,0.0,0.0,0.0,0.0,786.0,0.0,0.0
tsai,0.0,0.0,0.0,0.0,786.0,0.0,0.0
sena,0.0,0.0,0.0,0.0,786.0,0.0,0.0
gauge,0.0,0.0,0.0,0.0,785.0,0.0,0.0
2k,0.0,0.0,0.0,0.0,785.0,0.0,0.0
cee,0.0,0.0,0.0,0.0,785.0,0.0,0.0
ukrayinska,0.0,0.0,0.0,0.0,785.0,0.0,0.0
chad,0.0,0.0,0.0,0.0,784.0,398.0,0.0
snl,0.0,0.0,0.0,0.0,784.0,0.0,0.0
btcusdt,0.0,0.0,0.0,0.0,784.0,0.0,0.0
imammahdi,0.0,0.0,0.0,0.0,784.0,0.0,0.0
chimpreportsnews,0.0,0.0,0.0,0.0,783.0,0.0,0.0
etsyseller,0.0,0.0,0.0,0.0,783.0,0.0,0.0
publichealth,0.0,0.0,0.0,0.0,781.0,0.0,0.0
outta,0.0,0.0,0.0,0.0,781.0,0.0,0.0
monkeypoxvirus,0.0,0.0,0.0,0.0,781.0,0.0,0.0
c$21.24,0.0,0.0,0.0,0.0,780.0,0.0,0.0
judaism,0.0,0.0,0.0,0.0,780.0,135.0,0.0
irak,0.0,0.0,0.0,0.0,780.0,0.0,0.0
kolkata,0.0,0.0,0.0,0.0,779.0,0.0,0.0
wp,0.0,0.0,0.0,0.0,779.0,0.0,70.0
tradebrainsnews,0.0,0.0,0.0,0.0,779.0,0.0,0.0
readselective,0.0,0.0,0.0,0.0,779.0,0.0,0.0
goi,0.0,0.0,0.0,0.0,779.0,0.0,0.0
chefsforukraine,0.0,0.0,0.0,0.0,779.0,0.0,0.0
jacksonwang,0.0,0.0,0.0,0.0,779.0,0.0,0.0
ottoman,0.0,0.0,0.0,0.0,778.0,0.0,0.0
twat,0.0,0.0,0.0,0.0,778.0,0.0,0.0
midland,0.0,0.0,0.0,0.0,778.0,0.0,0.0
populace,0.0,0.0,0.0,0.0,778.0,52.0,0.0
victoryforukraine,0.0,0.0,0.0,0.0,778.0,0.0,0.0
peterson,0.0,0.0,0.0,0.0,777.0,0.0,0.0
deathtoputin,0.0,0.0,0.0,0.0,777.0,0.0,0.0
boycottchina,0.0,0.0,0.0,0.0,777.0,0.0,0.0
memorialdayweekend,0.0,0.0,0.0,0.0,777.0,0.0,0.0
vocal,0.0,0.0,0.0,0.0,777.0,0.0,0.0
sob,0.0,0.0,0.0,0.0,776.0,0.0,0.0
brexitdisaster,0.0,0.0,0.0,0.0,776.0,0.0,0.0
israeliapartheid,0.0,0.0,0.0,0.0,776.0,98.0,0.0
ukrainiansoldier,0.0,0.0,0.0,0.0,776.0,0.0,0.0
nicole,0.0,0.0,0.0,0.0,775.0,0.0,0.0
abstractart,0.0,0.0,0.0,0.0,775.0,0.0,0.0
bodyguard,0.0,0.0,0.0,0.0,775.0,0.0,0.0
doodle,0.0,0.0,0.0,0.0,774.0,0.0,0.0
rejoineu,0.0,0.0,0.0,0.0,774.0,0.0,0.0
imaging,0.0,0.0,0.0,0.0,774.0,0.0,0.0
aap,0.0,0.0,0.0,0.0,773.0,0.0,0.0
january6thcommittee,0.0,0.0,0.0,0.0,773.0,0.0,0.0
han,0.0,0.0,0.0,0.0,772.0,0.0,0.0
nme,0.0,0.0,0.0,0.0,772.0,0.0,0.0
cpec,0.0,0.0,0.0,0.0,772.0,0.0,0.0
hag,0.0,0.0,0.0,0.0,772.0,0.0,0.0
mobster,0.0,0.0,0.0,0.0,772.0,0.0,0.0
odysee,0.0,0.0,0.0,0.0,772.0,281.0,0.0
behest,0.0,0.0,0.0,0.0,772.0,0.0,0.0
saturdaymotivation,0.0,0.0,0.0,0.0,772.0,0.0,0.0
bse,0.0,0.0,0.0,0.0,771.0,0.0,0.0
curriculum,0.0,0.0,0.0,0.0,771.0,0.0,0.0
cleaner,0.0,0.0,0.0,0.0,771.0,0.0,0.0
malik,0.0,0.0,0.0,0.0,771.0,0.0,0.0
ainvest_wire,0.0,0.0,0.0,0.0,771.0,0.0,0.0
stockmarketcrash,0.0,0.0,0.0,0.0,770.0,0.0,0.0
depopulation,0.0,0.0,0.0,0.0,770.0,51.0,0.0
url,0.0,0.0,0.0,0.0,770.0,0.0,0.0
ramadanmubarak,0.0,0.0,0.0,0.0,770.0,0.0,0.0
russias,0.0,0.0,0.0,0.0,770.0,0.0,0.0
hull,0.0,0.0,0.0,0.0,770.0,0.0,0.0
indianairforce,0.0,0.0,0.0,0.0,770.0,0.0,0.0
lankan,0.0,0.0,0.0,0.0,769.0,0.0,0.0
strangerthings4,0.0,0.0,0.0,0.0,769.0,0.0,0.0
businesstip,0.0,0.0,0.0,0.0,768.0,0.0,0.0
defendant,0.0,0.0,0.0,0.0,768.0,0.0,0.0
condemn,0.0,0.0,0.0,0.0,768.0,50.0,0.0
travesty,0.0,0.0,0.0,0.0,768.0,0.0,0.0
pedohitler,0.0,0.0,0.0,0.0,768.0,0.0,0.0
puckfutin,0.0,0.0,0.0,0.0,767.0,0.0,0.0
rampage,0.0,0.0,0.0,0.0,767.0,68.0,0.0
upd,0.0,0.0,0.0,0.0,767.0,0.0,0.0
zmiinyi,0.0,0.0,0.0,0.0,767.0,0.0,0.0
bnnukraine,0.0,0.0,0.0,0.0,767.0,0.0,0.0
watson,0.0,0.0,0.0,0.0,766.0,0.0,0.0
davidson,0.0,0.0,0.0,0.0,766.0,0.0,0.0
tommy,0.0,0.0,0.0,0.0,766.0,0.0,0.0
